   74   0.678977   0.680399   0.914827   0.677775   0.677775   0.683358
   75   0.679594   0.681271   0.914827   0.677841   0.677841   0.684553
   76   0.680746   0.682011   0.914827   0.677908   0.677908   0.685918
   77   0.683112   0.682787   0.914827   0.677975   0.677975   0.687457
   78   0.683130   0.684251   0.914827   0.678042   0.678042   0.689173
   79   0.683169   0.687138   0.914827   0.678109   0.678109   0.691058
   80   0.683598   0.692209   0.914827   0.678175   0.678175   0.693810
   81   0.684165   0.698875   0.914827   0.678242   0.678242   0.696888
   82   0.685517   0.706482   0.914827   0.678309   0.678309   0.700302
   83   0.685994   0.713745   0.914827   0.678376   0.678376   0.704057
   84   0.685944   0.719815   0.914827   0.678443   0.678443   0.708154
   85   0.686819   0.724039   0.914827   0.678509   0.678509   0.711880
   86   0.687993   0.726489   0.914827   0.678576   0.678576   0.715749
   87   0.689286   0.727831   0.914827   0.678643   0.678643   0.719712
   88   0.690162   0.728761   0.914827   0.678710   0.678710   0.723714
   89   0.689651   0.730128   0.914827   0.678777   0.678777   0.727692
   90   0.689358   0.733110   0.914827   0.678843   0.678843   0.732291
   91   0.693770   0.737905   0.914827   0.678910   0.678910   0.736920
   92   0.715587   0.744736   0.914827   0.678977   0.678977   0.741547
   93   0.757611   0.752739   0.924419   0.658633   0.658633   0.746143
   94   0.819547   0.760472   0.975230   0.610275   0.975230   0.750691
   95   0.864273   0.766247   0.975333   0.610167   0.975333   0.755177
   96   0.889628   0.770092   0.975436   0.610059   0.975436   0.759599
   97   0.882452   0.772275   0.975539   0.609951   0.975539   0.763964
   98   0.848804   0.773320   0.975642   0.609843   0.975642   0.768290
   99   0.796858   0.775035   0.975745   0.609735   0.609735   0.772601
  100   0.747539   0.777869   0.975848   0.609627   0.609627   0.776931
  101   0.715998   0.782428   0.975951   0.609520   0.609520   0.781319
  102   0.704998   0.788984   0.976055   0.609412   0.609412   0.785810
  103   0.717876   0.796484   0.976158   0.609304   0.609304   0.790449
  104   0.764243   0.804353   0.976261   0.609196   0.609196   0.795283
  105   0.817367   0.812028   0.976364   0.609088   0.976364   0.800355
  106   0.874407   0.818929   0.976467   0.608980   0.976467   0.805704
  107   0.907241   0.824377   0.976570   0.608872   0.976570   0.810640
  108   0.900112   0.827636   0.976673   0.608765   0.976673   0.815713
  109   0.845876   0.829307   0.976776   0.608657   0.976776   0.820893
  110   0.793177   0.830100   0.976879   0.608549   0.608549   0.826134
  111   0.747114   0.831155   0.976982   0.608441   0.608441   0.831372
  112   0.715226   0.833350   0.977085   0.608333   0.608333   0.837249
  113   0.734824   0.837553   0.977188   0.608225   0.608225   0.843138
  114   0.767348   0.843655   0.977291   0.608117   0.608117   0.848971
  115   0.816952   0.850593   0.977394   0.608010   0.977394   0.854671
  116   0.873711   0.856972   0.977497   0.607902   0.977497   0.860159
  117   0.899665   0.861062   0.977601   0.607794   0.977601   0.865361
  118   0.909672   0.861307   0.977704   0.607686   0.977704   0.870205
  119   0.908691   0.858155   0.977807   0.607578   0.977807   0.874661
  120   0.908801   0.852728   0.977910   0.607470   0.977910   0.878167
  121   0.910148   0.846653   0.978013   0.607362   0.978013   0.881277
  122   0.910805   0.842652   0.978116   0.607255   0.978116   0.883961
  123   0.911075   0.842488   0.978219   0.607147   0.978219   0.885481
  124   0.911821   0.845723   0.978322   0.607039   0.978322   0.886383
  125   0.911982   0.851467   0.978425   0.606931   0.978425   0.887217
  126   0.910261   0.858396   0.978528   0.606823   0.978528   0.887316
  127   0.914553   0.864511   0.978631   0.606715   0.978631   0.886728
  128   0.918394   0.869327   0.978734   0.606607   0.978734   0.885504
  129   0.910261   0.872473   0.978837   0.606500   0.978837   0.883696
  130   0.883612   0.873644   0.978940   0.606392   0.978940   0.881355
  131   0.832396   0.873793   0.979043   0.606284   0.979043   0.877968
  132   0.771104   0.872947   0.979147   0.606176   0.606176   0.874249
  133   0.729113   0.870340   0.979250   0.606068   0.606068   0.870194
  134   0.722455   0.865962   0.979353   0.605960   0.605960   0.865794
  135   0.737135   0.859451   0.979456   0.605852   0.605852   0.861028
  136   0.788080   0.851883   0.979559   0.605745   0.605745   0.856427
  137   0.841302   0.844088   0.979662   0.605637   0.979662   0.851277
  138   0.883752   0.836217   0.979765   0.605529   0.979765   0.845565
  139   0.907942   0.828430   0.979868   0.605421   0.979868   0.839278
  140   0.909233   0.820761   0.979971   0.605313   0.979971   0.833135
  141   0.906049   0.812930   0.980074   0.605205   0.980074   0.826030
  142   0.902197   0.805008   0.980177   0.605097   0.980177   0.818686
  143   0.905046   0.797402   0.980280   0.604990   0.980280   0.811136
  144   0.906491   0.790705   0.980383   0.604882   0.980383   0.803436
  145   0.903835   0.785825   0.980486   0.604774   0.980486   0.795667
  146   0.885981   0.783044   0.980589   0.604666   0.980589   0.787201
  147   0.835711   0.781772   0.980693   0.604558   0.980693   0.778703
  148   0.786205   0.780873   0.980796   0.604450   0.604450   0.770282
  149   0.727852   0.780103   0.980899   0.604342   0.604342   0.762050
  150   0.698879   0.779204   0.981002   0.604235   0.604235   0.754126
  151   0.692834   0.778070   0.981105   0.604127   0.604127   0.746624
  152   0.691438   0.777404   0.981208   0.604019   0.604019   0.739646
  153   0.693943   0.776735   0.981311   0.603911   0.603911   0.733281
  154   0.695518   0.775378   0.981414   0.603803   0.603803   0.727595
  155   0.695290   0.772061   0.981517   0.603695   0.603695   0.722629
  156   0.696569   0.767040   0.981620   0.603587   0.603587   0.718397
  157   0.697290   0.760511   0.981723   0.603480   0.603480   0.715623
  158   0.696092   0.753113   0.981826   0.603372   0.603372   0.714283
  159   0.695773   0.745592   0.981929   0.603264   0.603264   0.713654
  160   0.693228   0.738701   0.982032   0.603156   0.603156   0.713713
  161   0.693484   0.733612   0.982135   0.603048   0.603048   0.714420
  162   0.697306   0.730253   0.982239   0.602940   0.602940   0.715720
  163   0.715562   0.728903   0.982342   0.602832   0.602832   0.716247
  164   0.762905   0.728741   0.982445   0.602725   0.602725   0.717177
  165   0.809544   0.729435   0.982548   0.602617   0.982548   0.718390
  166   0.865122   0.731668   0.982651   0.602509   0.982651   0.719775
  167   0.889188   0.735846   0.982754   0.602401   0.982754   0.721232
  168   0.871253   0.741890   0.982857   0.602293   0.982857   0.722678
  169   0.813172   0.748844   0.982960   0.602185   0.982960   0.724042
  170   0.761593   0.755384   0.983063   0.602077   0.983063   0.725270
  171   0.722256   0.760184   0.983166   0.601970   0.601970   0.726319
  172   0.699349   0.762712   0.983269   0.601862   0.601862   0.727157
  173   0.693222   0.763420   0.983372   0.601754   0.601754   0.727762
  174   0.693038   0.763472   0.983475   0.601646   0.601646   0.728682
  175   0.693233   0.763387   0.983578   0.601538   0.601538   0.729205
  176   0.692154   0.764319   0.983681   0.601430   0.601430   0.729340
  177   0.690041   0.766303   0.983785   0.601322   0.601322   0.729089
  178   0.694340   0.768492   0.983888   0.601215   0.601215   0.728447
  179   0.712263   0.770639   0.983991   0.601107   0.601107   0.727404
  180   0.753961   0.771252   0.984094   0.600999   0.600999   0.725945
  181   0.810939   0.770283   0.984197   0.600891   0.600891   0.724798
  182   0.864740   0.768245   0.984300   0.600783   0.984300   0.723398
  183   0.890014   0.766247   0.984403   0.600675   0.984403   0.721770
  184   0.879686   0.764669   0.984506   0.600567   0.984506   0.719954
  185   0.831676   0.763513   0.984609   0.600460   0.984609   0.718001
  186   0.766900   0.763203   0.984712   0.600352   0.984712   0.715977
  187   0.715591   0.763187   0.984815   0.600244   0.984815   0.713968
  188   0.694686   0.763207   0.984918   0.600136   0.600136   0.712074
  189   0.691098   0.763285   0.985021   0.600028   0.600028   0.710408
  190   0.723404   0.763446   0.985124   0.599920   0.599920   0.709098
  191   0.771107   0.763995   0.985227   0.599812   0.599812   0.707702
  192   0.824209   0.764921   0.985331   0.599705   0.599705   0.707061
  193   0.869655   0.766882   0.985434   0.599597   0.599597   0.706534
  194   0.882295   0.769591   0.985537   0.599489   0.599489   0.706771
  195   0.862056   0.771774   0.985640   0.599381   0.599381   0.707822
  196   0.814167   0.773146   0.985665   0.599290   0.599290   0.709716
  197   0.757248   0.773998   0.985690   0.599198   0.599198   0.713027
  198   0.717409   0.775219   0.985656   0.599156   0.599156   0.717022
  199   0.689885   0.778086   0.985622   0.599115   0.599115   0.722409
  200   0.690675   0.783233   0.985587   0.599073   0.599073   0.728568
  201   0.692774   0.790181   0.985553   0.599031   0.599031   0.735429
  202   0.693586   0.797844   0.985519   0.598989   0.598989   0.742898
  203   0.695425   0.805657   0.985485   0.598948   0.598948   0.750858
  204   0.696658   0.812389   0.985451   0.598906   0.598906   0.759176
  205   0.705405   0.817469   0.985417   0.598864   0.598864   0.766965
  206   0.720260   0.820667   0.985383   0.598822   0.985383   0.774631
  207   0.767173   0.821736   0.985349   0.598781   0.985349   0.781996
  208   0.829833   0.821172   0.985315   0.598739   0.985315   0.788313
  209   0.872066   0.819598   0.985280   0.598697   0.985280   0.794134
  210   0.903148   0.817545   0.985246   0.598655   0.985246   0.799296
  211   0.913876   0.816234   0.985212   0.598613   0.985212   0.803663
  212   0.913865   0.816219   0.985178   0.598572   0.985178   0.807873
  213   0.911950   0.817510   0.985144   0.598530   0.985144   0.811300
  214   0.911025   0.820338   0.985110   0.598488   0.985110   0.814517
  215   0.910133   0.824930   0.985076   0.598446   0.985076   0.816836
  216   0.909240   0.831343   0.985042   0.598404   0.985042   0.818336
  217   0.909875   0.838820   0.985007   0.598363   0.985007   0.819120
  218   0.911881   0.846923   0.984973   0.598321   0.598321   0.819304
  219   0.913353   0.854947   0.984939   0.598279   0.598279   0.819022
  220   0.913758   0.862445   0.984905   0.598237   0.598237   0.818411
  221   0.899587   0.868199   0.984871   0.598196   0.598196   0.817618
  222   0.866498   0.871755   0.984837   0.598154   0.598154   0.816784
  223   0.817996   0.873832   0.984803   0.598112   0.598112   0.816051
  224   0.756675   0.874756   0.984769   0.598070   0.984769   0.815550
  225   0.720543   0.875258   0.984734   0.598028   0.984734   0.815403
  226   0.716970   0.875686   0.984700   0.597987   0.984700   0.815718
  227   0.726040   0.876117   0.984666   0.597945   0.984666   0.816590
  228   0.769869   0.876548   0.984632   0.597903   0.984632   0.818094
  229   0.821339   0.876943   0.984598   0.597861   0.984598   0.820287
  230   0.873144   0.877305   0.984564   0.597819   0.597819   0.823208
  231   0.904793   0.877595   0.984530   0.597778   0.597778   0.826128
  232   0.923553   0.877823   0.984496   0.597736   0.597736   0.829010
  233   0.930074   0.877920   0.984462   0.597694   0.597694   0.832504
  234   0.930190   0.877557   0.984427   0.597652   0.597652   0.836497
  235   0.928290   0.876619   0.984393   0.597611   0.597611   0.840857
  236   0.929398   0.875068   0.984359   0.597569   0.597569   0.845433
  237   0.930244   0.873333   0.984325   0.597527   0.984325   0.850810
  238   0.928999   0.872577   0.984291   0.597485   0.984291   0.856266
  239   0.927940   0.872383   0.984257   0.597443   0.984257   0.861663
  240   0.925846   0.873134   0.984223   0.597402   0.984223   0.866864
  241   0.924031   0.874946   0.984189   0.597360   0.984189   0.871744
  242   0.923089   0.877001   0.984154   0.597318   0.984154   0.876189
  243   0.921196   0.878898   0.984120   0.597276   0.984120   0.880105
  244   0.919369   0.879642   0.984086   0.597235   0.984086   0.884005
  245   0.917998   0.879027   0.984052   0.597193   0.984052   0.887127
  246   0.918267   0.876652   0.984018   0.597151   0.984018   0.889480
  247   0.916051   0.872001   0.983984   0.597109   0.983984   0.891097
  248   0.903602   0.865463   0.983950   0.597068   0.983950   0.892038
  249   0.873326   0.858060   0.983916   0.597026   0.983916   0.892387
  250   0.823072   0.850470   0.983882   0.596984   0.983882   0.890914
  251   0.769423   0.843534   0.983847   0.596942   0.983847   0.889005
  252   0.735513   0.838525   0.983813   0.596900   0.983813   0.886727
